id;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl;Intention
75;Super Backyard Breeder;Just Jakol and you\'ll be okay.;UgwKOmCFI_ZxWXt3PKh4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwKOmCFI_ZxWXt3PKh4AaABAg;2020-03-14 12:07:15;1;Just Jakol and you\'ll be okay.;http://www.youtube.com/channel/UC0nJhe3Q7eTLDT18sLu8XsA;1
76;Chase for Adventure;What is Jakol? 😁;UgwKOmCFI_ZxWXt3PKh4AaABAg.96BagpfvFtc96CfsXmfuan;Super Backyard Breeder;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwKOmCFI_ZxWXt3PKh4AaABAg.96BagpfvFtc96CfsXmfuan;2020-03-14 22:11:47;0;What is Jakol? 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
77;Bashers Go To Hell;I wish you well my fave vloggers. True that though some opportunities got lost (and money), you still have your health and a committed partner in each other. Here in the Philippines, lockdown is effected tonight till 30 days thereafter. Yes, many are affected most specially the labourers who earn an income on a daily basis. Suddenly, they dont have anything to fall on as most of them don\'t have savings. Yes, we\'ll get through this but it\'s gonna be a rough ride.;UgywfuatCm5njWyHJuZ4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgywfuatCm5njWyHJuZ4AaABAg;2020-03-14 11:54:47;1;I wish you well my fave vloggers. True that though some opportunities got lost (and money), you still have your health and a committed partner in each other. Here in the Philippines, lockdown is effected tonight till 30 days thereafter. Yes, many are affected most specially the labourers who earn an income on a daily basis. Suddenly, they dont have anything to fall on as most of them don\'t have savings. Yes, we\'ll get through this but it\'s gonna be a rough ride.;http://www.youtube.com/channel/UCH8GfUBXFznbB0NozYOTtMw;1
78;Chase for Adventure;Thank you so much 💙 Well said, there is always a positive side to look at ☺️ That’s crazy! We left three days before that happened. Some friends were actually supposed to meet us in Thailand but they had to get an apartment in Cebu because they got stuck. Wow, that’s so true. I think the rough ride though is going to grow the world 🌍;UgywfuatCm5njWyHJuZ4AaABAg.96B_GWo_Oxa96KSqaqvlkf;Bashers Go To Hell;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgywfuatCm5njWyHJuZ4AaABAg.96B_GWo_Oxa96KSqaqvlkf;2020-03-17 22:43:07;0;Thank you so much 💙 Well said, there is always a positive side to look at ☺️ That’s crazy! We left three days before that happened. Some friends were actually supposed to meet us in Thailand but they had to get an apartment in Cebu because they got stuck. Wow, that’s so true. I think the rough ride though is going to grow the world 🌍;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
79;Angelic Ashley;Thanks for your update! You can make different content that may seem interesting other than travel vlogs since its quite overrated when lots of vloggers do the same thing. God bless you guys and stay safe there!;Ugwjk6632MmpV6qZPRN4AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugwjk6632MmpV6qZPRN4AaABAg;2020-03-14 11:45:06;2;Thanks for your update! You can make different content that may seem interesting other than travel vlogs since its quite overrated when lots of vloggers do the same thing. God bless you guys and stay safe there!;http://www.youtube.com/channel/UCv6ZsSEIPKnXPQpzqZS_c_w;1
80;Chase for Adventure;Of course Ashley! And Thank you I so much for the feedback you two! We will put that into practice for sure. Thank you both so much for the love and support 💙;Ugwjk6632MmpV6qZPRN4AaABAg.96BZ9b-B6Wm96CfqnuxJql;Angelic Ashley;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugwjk6632MmpV6qZPRN4AaABAg.96BZ9b-B6Wm96CfqnuxJql;2020-03-14 22:11:33;0;Of course Ashley! And Thank you I so much for the feedback you two! We will put that into practice for sure. Thank you both so much for the love and support 💙;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
81;Bashers Go To Hell;Agree. Raw vlogs will suffice for your loyal subs.;Ugwjk6632MmpV6qZPRN4AaABAg.96BZ9b-B6Wm96B_xQpmqv8;Angelic Ashley;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugwjk6632MmpV6qZPRN4AaABAg.96BZ9b-B6Wm96B_xQpmqv8;2020-03-14 12:00:47;0;Agree. Raw vlogs will suffice for your loyal subs.;http://www.youtube.com/channel/UCH8GfUBXFznbB0NozYOTtMw;1
82;Amit Gamer;For corona virus👊👊👊👊;UgzzMsgH2msLRd-cxb94AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzzMsgH2msLRd-cxb94AaABAg;2020-03-14 11:43:35;1;For corona virus👊👊👊👊;http://www.youtube.com/channel/UCTNEBq3ff0ZGhwECc9xjtJg;1
83;Chase for Adventure;Lol 😁🤙🏽;UgzzMsgH2msLRd-cxb94AaABAg.96BYzP-2l7F96Cffm8KYHH;Amit Gamer;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzzMsgH2msLRd-cxb94AaABAg.96BYzP-2l7F96Cffm8KYHH;2020-03-14 22:10:02;0;Lol 😁🤙🏽;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
84;Shaamir Haneef;Stay safe folks, appreciate the update!;Ugxux4Kal1X6Ji64AbJ4AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugxux4Kal1X6Ji64AbJ4AaABAg;2020-03-14 11:22:37;1;Stay safe folks, appreciate the update!;http://www.youtube.com/channel/UCzSEmWvPeZeyx7kYbl1v-ww;1
85;Chase for Adventure;Thank you so much Shaamir! And of course 😁;Ugxux4Kal1X6Ji64AbJ4AaABAg.96BW_u1jUC196CfbU7a-Xn;Shaamir Haneef;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugxux4Kal1X6Ji64AbJ4AaABAg.96BW_u1jUC196CfbU7a-Xn;2020-03-14 22:09:27;0;Thank you so much Shaamir! And of course 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
